"No.","Time","Source","Destination","Protocol","Length","Info"
"2206","6.601306","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2207","6.601328","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2208","6.601356","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2209","6.601410","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2210","6.606202","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2211","6.606285","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"2212","6.606311","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2213","6.606332","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2214","6.609331","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"2215","6.609331","142.251.209.46","192.168.8.117","UDP","68","443  >  59845 Len=26"
"2216","6.612233","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2217","6.612296","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2218","6.612325","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2219","6.612350","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2220","6.617425","192.168.8.117","66.22.238.4","UDP","337","57430  >  50020 Len=295"
"2221","6.620006","66.22.238.13","192.168.8.117","UDP","122","50003  >  59318 Len=80"
"2222","6.622269","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"2223","6.625324","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"2224","6.630635","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"2225","6.634303","192.168.8.117","66.22.238.4","UDP","335","57430  >  50020 Len=293"
"2226","6.634303","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"2227","6.634416","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"2228","6.634440","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"2229","6.634458","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"2230","6.634476","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"2231","6.634495","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2232","6.640322","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2233","6.640394","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2234","6.640415","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2235","6.640441","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2236","6.646265","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2237","6.646338","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2238","6.646382","192.168.8.117","66.22.238.13","UDP","1234","59318  >  50003 Len=1192"
"2239","6.647770","66.22.238.4","192.168.8.117","UDP","336","50020  >  57430 Len=294"
"2240","6.657520","192.168.8.117","66.22.238.4","UDP","328","57430  >  50020 Len=286"
"2241","6.668369","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2242","6.668449","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2243","6.668483","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2244","6.668502","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2245","6.668521","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2246","6.671236","66.22.238.4","192.168.8.117","UDP","343","50020  >  57430 Len=301"
"2247","6.674200","192.168.8.117","66.22.238.4","UDP","326","57430  >  50020 Len=284"
"2248","6.674210","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2249","6.674269","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2250","6.674300","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2251","6.674314","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2252","6.679344","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2253","6.679428","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2254","6.679449","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"2255","6.679490","192.168.8.117","66.22.238.13","UDP","1257","59318  >  50003 Len=1215"
"2256","6.688324","66.22.238.4","192.168.8.117","UDP","338","50020  >  57430 Len=296"
"2257","6.696270","192.168.8.117","66.22.238.4","UDP","324","57430  >  50020 Len=282"
"2258","6.702291","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2259","6.702357","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2260","6.702385","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2261","6.702406","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2262","6.702438","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2263","6.707278","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2264","6.707354","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2265","6.707396","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2266","6.707415","192.168.8.117","66.22.238.13","UDP","1237","59318  >  50003 Len=1195"
"2267","6.707433","192.168.8.117","66.22.238.13","UDP","1237","59318  >  50003 Len=1195"
"2268","6.713195","192.168.8.117","66.22.238.13","UDP","1237","59318  >  50003 Len=1195"
"2269","6.713265","192.168.8.117","66.22.238.13","UDP","1237","59318  >  50003 Len=1195"
"2270","6.713288","192.168.8.117","66.22.238.13","UDP","1237","59318  >  50003 Len=1195"
"2271","6.713653","66.22.238.13","192.168.8.117","RTCP","110","Payload-specific Feedback   ALFB  "
"2272","6.713653","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"2273","6.713653","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"2274","6.715749","142.251.209.46","192.168.8.117","UDP","69","443  >  59845 Len=27"
"2275","6.718457","192.168.8.117","66.22.238.4","UDP","327","57430  >  50020 Len=285"
"2276","6.734315","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"2277","6.734396","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"2278","6.734448","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"2279","6.734476","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"2280","6.734508","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"2281","6.734537","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2282","6.739255","192.168.8.117","66.22.238.4","UDP","337","57430  >  50020 Len=295"
"2283","6.739261","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2284","6.739331","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2285","6.739350","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2286","6.739379","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2287","6.745234","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2288","6.745322","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2289","6.745347","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"2290","6.754190","66.22.238.13","192.168.8.117","UDP","126","50003  >  59318 Len=84"
"2291","6.756497","192.168.8.117","66.22.238.4","UDP","330","57430  >  50020 Len=288"
"2292","6.767684","192.168.8.117","66.22.238.13","UDP","1235","59318  >  50003 Len=1193"
"2293","6.768014","192.168.8.117","66.22.238.13","UDP","1235","59318  >  50003 Len=1193"
"2294","6.768064","192.168.8.117","66.22.238.13","UDP","1235","59318  >  50003 Len=1193"
"2295","6.768085","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2296","6.768107","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2297","6.768239","66.22.238.4","192.168.8.117","UDP","331","50020  >  57430 Len=289"
"2298","6.773239","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2299","6.773338","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2300","6.773376","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2301","6.773395","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2302","6.773413","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2303","6.778261","192.168.8.117","66.22.238.13","RTCP","118","Sender Report   "
"2304","6.778293","192.168.8.117","66.22.238.4","UDP","338","57430  >  50020 Len=296"
"2305","6.778356","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2306","6.778378","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"2307","6.781972","66.22.238.4","192.168.8.117","UDP","326","50020  >  57430 Len=284"
"2308","6.794643","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"2309","6.800284","192.168.8.117","66.22.238.4","UDP","330","57430  >  50020 Len=288"
"2310","6.800283","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2311","6.800417","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2312","6.800440","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2313","6.800459","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2314","6.800477","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2315","6.802162","192.168.8.117","34.102.176.152","TCP","55","49434  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"2316","6.806252","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"2317","6.806355","192.168.8.117","66.22.238.13","UDP","1259","59318  >  50003 Len=1217"
"2318","6.806379","192.168.8.117","66.22.238.13","UDP","1259","59318  >  50003 Len=1217"
"2319","6.806398","192.168.8.117","66.22.238.13","UDP","1259","59318  >  50003 Len=1217"
"2320","6.806416","192.168.8.117","66.22.238.13","UDP","1259","59318  >  50003 Len=1217"
"2321","6.806477","66.22.238.4","192.168.8.117","UDP","335","50020  >  57430 Len=293"
"2322","6.811274","192.168.8.117","66.22.238.4","UDP","50","57430  >  50020 Len=8"
"2323","6.816426","192.168.8.117","66.22.238.4","UDP","334","57430  >  50020 Len=292"
"2324","6.819360","66.22.238.4","192.168.8.117","UDP","335","50020  >  57430 Len=293"
"2325","6.832291","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2326","6.832397","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2327","6.832425","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2328","6.832445","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2329","6.832464","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2330","6.832483","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2331","6.833325","192.168.8.117","151.101.1.91","TCP","55","49436  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"2332","6.838290","192.168.8.117","66.22.238.4","UDP","321","57430  >  50020 Len=279"
"2333","6.838290","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2334","6.838383","192.168.8.117","66.22.238.13","UDP","1228","59318  >  50003 Len=1186"
"2335","6.838407","192.168.8.117","66.22.238.13","UDP","1229","59318  >  50003 Len=1187"
"2336","6.838427","192.168.8.117","66.22.238.13","UDP","1229","59318  >  50003 Len=1187"
"2337","6.838445","192.168.8.117","66.22.238.13","UDP","1229","59318  >  50003 Len=1187"
"2338","6.844327","192.168.8.117","66.22.238.13","UDP","1229","59318  >  50003 Len=1187"
"2339","6.844398","192.168.8.117","66.22.238.13","UDP","1229","59318  >  50003 Len=1187"
"2340","6.847125","66.22.238.13","192.168.8.117","UDP","118","50003  >  59318 Len=76"
"2341","6.856571","192.168.8.117","66.22.238.4","UDP","328","57430  >  50020 Len=286"
"2342","6.857976","66.22.238.4","192.168.8.117","UDP","325","50020  >  57430 Len=283"
"2343","6.862290","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"2344","6.867715","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2345","6.867942","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2346","6.868013","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2347","6.868054","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2348","6.868134","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2349","6.873290","192.168.8.117","66.22.238.4","UDP","331","57430  >  50020 Len=289"
"2350","6.873289","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2351","6.873397","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2352","6.873424","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2353","6.873443","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2354","6.873461","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2355","6.878374","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2356","6.878441","192.168.8.117","66.22.238.13","UDP","1239","59318  >  50003 Len=1197"
"2357","6.878470","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"2358","6.881270","66.22.238.4","192.168.8.117","UDP","324","50020  >  57430 Len=282"
"2359","6.896288","192.168.8.117","66.22.238.4","UDP","323","57430  >  50020 Len=281"
"2360","6.900933","66.22.238.4","192.168.8.117","UDP","338","50020  >  57430 Len=296"
"2361","6.902301","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"2362","6.902370","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2363","6.902408","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2364","6.902427","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2365","6.902451","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2366","6.902470","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2367","6.907302","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2368","6.907382","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2369","6.907412","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2370","6.907432","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2371","6.912309","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2372","6.918296","192.168.8.117","66.22.238.4","UDP","328","57430  >  50020 Len=286"
"2373","6.921090","66.22.238.4","192.168.8.117","UDP","335","50020  >  57430 Len=293"
"2374","6.928114","34.102.176.152","192.168.8.117","TCP","66","443  >  49434 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"2375","6.931889","66.22.238.4","192.168.8.117","UDP","320","50020  >  57430 Len=278"
"2376","6.935307","192.168.8.117","66.22.238.4","UDP","322","57430  >  50020 Len=280"
"2377","6.935307","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2378","6.935355","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2379","6.935371","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2380","6.935381","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2381","6.935391","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2382","6.935495","66.22.238.4","192.168.8.117","UDP","50","50020  >  57430 Len=8"
"2383","6.941235","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2384","6.941340","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2385","6.941366","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2386","6.941398","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2387","6.941416","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2388","6.943067","66.22.238.4","192.168.8.117","UDP","321","50020  >  57430 Len=279"
"2389","6.946345","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"2390","6.946422","192.168.8.117","66.22.238.13","UDP","1199","59318  >  50003 Len=1157"
"2391","6.946450","192.168.8.117","66.22.238.13","UDP","1199","59318  >  50003 Len=1157"
"2392","6.946470","192.168.8.117","66.22.238.13","UDP","1199","59318  >  50003 Len=1157"
"2393","6.957293","192.168.8.117","151.101.193.91","TCP","55","49432  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"2394","6.957304","192.168.8.117","151.101.193.91","TCP","55","49433  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"2395","6.957486","192.168.8.117","66.22.238.4","UDP","307","57430  >  50020 Len=265"
"2396","6.959008","66.22.238.4","192.168.8.117","RTCP","94","Receiver Report   "
"2397","6.959008","151.101.1.91","192.168.8.117","TCP","66","443  >  49436 [ACK] Seq=1 Ack=2 Win=286 Len=0 SLE=1 SRE=2"
"2398","6.960054","66.22.238.4","192.168.8.117","UDP","322","50020  >  57430 Len=280"
"2399","6.961335","66.22.238.13","192.168.8.117","UDP","130","50003  >  59318 Len=88"
"2400","6.968359","192.168.8.117","66.22.238.13","UDP","1199","59318  >  50003 Len=1157"
"2401","6.968475","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2402","6.968503","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2403","6.968523","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2404","6.968541","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2405","6.974254","192.168.8.117","66.22.238.4","UDP","307","57430  >  50020 Len=265"
"2406","6.974255","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2407","6.974336","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2408","6.974353","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2409","6.974404","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2410","6.974443","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2411","6.979279","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   Unknown   [Malformed Packet]"
"2412","6.979362","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2413","6.979383","192.168.8.117","66.22.238.13","UDP","1200","59318  >  50003 Len=1158"
"2414","6.981412","66.22.238.4","192.168.8.117","UDP","298","50020  >  57430 Len=256"
"2415","6.995285","66.22.238.4","192.168.8.117","UDP","256","50020  >  57430 Len=214"
"2416","6.996307","192.168.8.117","66.22.238.4","UDP","304","57430  >  50020 Len=262"
"2417","7.002266","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2418","7.002356","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2419","7.002394","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2420","7.002414","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2421","7.002433","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2422","7.002451","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2423","7.007940","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2424","7.008017","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2425","7.008061","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2426","7.008081","192.168.8.117","66.22.238.13","UDP","1226","59318  >  50003 Len=1184"
"2427","7.008099","192.168.8.117","66.22.238.13","UDP","1227","59318  >  50003 Len=1185"
"2428","7.008845","66.22.238.4","192.168.8.117","UDP","311","50020  >  57430 Len=269"
"2429","7.013942","192.168.8.117","66.22.238.4","UDP","294","57430  >  50020 Len=252"
"2430","7.013943","192.168.8.117","66.22.238.13","UDP","1227","59318  >  50003 Len=1185"
"2431","7.014007","192.168.8.117","66.22.238.13","UDP","1227","59318  >  50003 Len=1185"
"2432","7.014039","192.168.8.117","66.22.238.13","UDP","1227","59318  >  50003 Len=1185"
"2433","7.018479","66.22.238.4","192.168.8.117","UDP","332","50020  >  57430 Len=290"
"2434","7.028963","66.22.238.4","192.168.8.117","UDP","338","50020  >  57430 Len=296"
"2435","7.032125","66.22.238.13","192.168.8.117","UDP","122","50003  >  59318 Len=80"
"2436","7.035975","192.168.8.117","66.22.238.4","UDP","314","57430  >  50020 Len=272"
"2437","7.035975","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"2438","7.036049","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"2439","7.036063","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"2440","7.036073","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2441","7.036086","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2442","7.037799","66.22.238.4","192.168.8.117","UDP","331","50020  >  57430 Len=289"
"2443","7.037799","151.101.193.91","192.168.8.117","TCP","66","443  >  49433 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2"
"2444","7.037799","151.101.193.91","192.168.8.117","TCP","66","443  >  49432 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2"
"2445","7.042049","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2446","7.042181","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2447","7.042262","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2448","7.042282","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2449","7.042314","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2450","7.047987","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2451","7.048087","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2452","7.048130","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2453","7.048185","192.168.8.117","66.22.238.13","UDP","1184","59318  >  50003 Len=1142"
"2454","7.049490","66.22.238.4","192.168.8.117","UDP","314","50020  >  57430 Len=272"
"2455","7.053899","192.168.8.117","66.22.238.4","UDP","301","57430  >  50020 Len=259"
"2456","7.063176","66.22.238.4","192.168.8.117","UDP","326","50020  >  57430 Len=284"
"2457","7.071024","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2458","7.071156","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2459","7.071183","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"2460","7.071203","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2461","7.071222","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2462","7.071241","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2463","7.075880","192.168.8.117","66.22.238.4","UDP","304","57430  >  50020 Len=262"
"2464","7.075880","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2465","7.075935","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2466","7.076009","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2467","7.076044","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2468","7.077491","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"2469","7.080974","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2470","7.081040","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2471","7.081087","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2472","7.081140","192.168.8.117","66.22.238.13","UDP","1188","59318  >  50003 Len=1146"
"2473","7.094928","66.22.238.4","192.168.8.117","UDP","338","50020  >  57430 Len=296"
"2474","7.096930","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"2475","7.096930","192.168.8.117","66.22.238.4","UDP","307","57430  >  50020 Len=265"
"2476","7.097253","66.22.238.13","192.168.8.117","UDP","126","50003  >  59318 Len=84"
"2477","7.101941","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2478","7.102054","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2479","7.102081","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2480","7.102118","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2481","7.102137","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2482","7.107911","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2483","7.108026","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2484","7.108087","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2485","7.108139","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2486","7.108158","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2487","7.109962","66.22.238.4","192.168.8.117","UDP","333","50020  >  57430 Len=291"
"2488","7.113035","192.168.8.117","66.22.238.13","UDP","1220","59318  >  50003 Len=1178"
"2489","7.113065","192.168.8.117","66.22.238.4","UDP","294","57430  >  50020 Len=252"
"2490","7.113128","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"2491","7.113155","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"2492","7.127084","66.22.238.4","192.168.8.117","UDP","326","50020  >  57430 Len=284"
"2493","7.135963","192.168.8.117","66.22.238.4","UDP","258","57430  >  50020 Len=216"
"2494","7.135963","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2495","7.136053","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2496","7.136075","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2497","7.136093","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2498","7.136111","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2499","7.141957","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"2500","7.142075","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
